source_filename,Source File Name,Agreement Title,Agreement Classification,Party 1 Name,Party 1 Role,Party 2 Name,Party 2 Role,Services,Agreement Flag,Captions Flag,Clause Captions,Schedules/Exhibits/Annexes
41631542146_2021-09-04_Denham Cap_Master Agreement_Clean.pdf,Thrive agreement.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Thrive Operations, LLC",Provider,Denham Capital Management LP,Client,"Services (including maintenance, support, security, hosting, procurement, development, integration, administrative and other services)",True,True,"['SERVICES', 'General', 'Procurement of Products', 'Price Changes', 'Minimum Hardware, Operating System and Software Standards', 'Access to Client Facilities', 'Service Reduction', 'Thrive Equipment', 'TERM', 'PAYMENTS', 'Fees and Charges', 'Commencement of Billing', 'Payment of Invoices', 'Disputes', 'Expenses', 'Timing of Products Orders', 'THIRD PARTY GOODS & SERVICES', 'Third Party Providers', 'Software Licensing', 'WARRANTIES, DISCLAIMER, LIMITATION OF LIABILITY AND INDEMNIFICATION', 'Services', 'Warranty Disclaimer', 'Limitation of Liability', 'Mutual Indemnification', 'INTELLECTUAL PROPERTY RIGHTS', 'Thrive Intellectual Property', 'Client Intellectual Property', 'CONFIDENTIALITY', 'HIRING OF REPRESENTATIVES', 'TERMINATION', 'Termination of Agreement and Service Orders for Breach of Terms', 'Breach of terms of General Terms & Conditions', 'Breach of terms of a Service Order', 'Suspension or Termination of Services by Thrive for Failure to Pay', 'Suspension', 'Duties Upon Termination or Expiration', 'Payment of Obligations/Return of Property', 'Termination Status Reporting; Further Services', 'Survival', 'FORCE MAJEURE', 'INSURANCE', 'GENERAL TERMS', 'Governing Law; Jurisdiction; Venue', 'Assignment', 'Headings', 'Interpretation', 'Integration; Severability', 'No Third-Party Beneficiaries', 'Residual Knowledge', 'Signatures, Amendments and Waivers and Exercise of Rights', 'Signatures', 'Amendments and Waivers', 'Exercise of Rights', 'Notices', 'Publicity', 'Independent Contractor']",[]
41633002146_FSA - The Peterbilt Store SCT_signed.pdf,contract.pdf,FRONTIER SERVICES AGREEMENT,Services Agreement,"Frontier Communications of America, Inc.",Provider,"The Peterbilt Store, LLC",Customer,"Communications, installation and maintenance services, and/or purchase or lease equipment",True,True,"['Provision of Services and Equipment', 'Term', 'Payment', 'Cancellation and Early Termination Charges', 'Dispute Resolution', 'Authorization and Entire Agreement']",['Schedules']
41633019099_VZW_USSA_Master_SOF-TsCs+Pricing.pdf,Contract.pdf,Master Service Order Form to the U.S. Services Agreement,Master Service Agreement,Verizon Business Network Services LLC,Provider,THE PETERBILT STORE CT LLC,Customer,Network and Internet Services,True,True,"['Parties', 'SERVICE TERMS', 'New Services', 'PRICING', 'SERVICES PROMOTIONS', 'NEW SERVICE(S)', 'Service Charges', 'Promotions Related to Service Charges', 'Service Charges', 'Promotions Related to Service Charges']",['Appendix To Service Order Details']
441607440917_Tipco Manassas-Ten4 HV Addendum 120320-FE.pdf,Hosted Voice Addendum.pdf,Hosted Voice Addendum,Hosted Voice,"Distributed Computing, Inc. dba Ten4",Provider,"Tipco Technologies, Inc.",Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Emergency Services 911 Dialing', 'Service Level Agreement', 'Acceptance']",['E911 document']
441607624650_KCPS-Ten4 HV Addendum 102820 (3).pdf,Hosted Voice Addendum.pdf,Hosted Voice Addendum,Addendum,"Distributed Computing, Inc. dba Ten4",Provider,Kent County Public Schools,Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Emergency Services 911 Dialing', 'Service Level Agreement']",[]
441607693811_Oshinsky-Ten4 HV Add-On 112420----Signed.pdf,image,Ten4 Hosted Voice Add-On Addendum,Addendum,Ten4,Provider,Alan E. Oshinsky MD PA,Customer,Hosted Voice components,True,True,"['Service Term', 'Coverage & Charges']",[]
4561651763087_National Oilwell Amendment No. 5 040121.pdf,AM20200122.1,AMENDMENT NO. 5,Amendment,"National Oilwell Varco, Inc.",Assignor,"National Oilwell Varco, L.P.",Assignee,Wireless services,True,True,"['Amendment Terms', 'Effective Date', 'Assignee Obligations', 'Customer References', 'Assignment Consent', 'Term', 'Definitions', 'Early Termination Fees', 'Early Termination Fee Waivers /Early Equipment Upgrades', 'Plans, Features, Rates and Charges', 'Equipment Pricing', 'Equipment Purchased from Third Parties, Open Development Program', 'Limitation of Liability', 'Mandatory Arbitration', 'Taxes, Surcharges and Exemptions', 'Compliance with Laws', 'Regulatory Disclosures', 'Consent to Use of CPNI and Confidential Information', 'Export Controls', 'Retired Legacy Plans', 'Additional Pricing Offers', 'Counterparts and Admissibility of Copies', 'Agreement Provisions']","['Additional Pricing Offer(s)', 'Price Plan(s)/Feature(s)']"
51592592842_comcast.pdf,Comcast.pdf,Comcast Enterprise Services Master Services Agreement,Master Service Agreement,"Comcast Cable Communications Management, LLC",Provider,B & I Auto Supply Inc.,Customer,Communications and other services,True,True,"['AGREEMENT', 'E911 NOTICE']",['Product Specific Attachment']
51592593039_comcast.pdf,Comcast.pdf,Comcast Enterprise Services Master Services Agreement,Master Service Agreement,"Comcast Cable Communications Management, LLC",Provider,B & I Auto Supply Inc.,Customer,Communications and other services,True,True,"['AGREEMENT', 'E911 NOTICE']",['Product Specific Attachment']
61587065311_Adams Property Williamsburg_Ten4_Hosted Addendum-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Hosted Voice,"Distributed Computing, Inc. dba Ten4",Provider,455 Merrimac Trail LLC,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Disconnects', 'Network Changes']","['Managed Services Agreement (""MSA"")', 'Service Order Form (""SOF"")', 'E911 document']"
61587065340_Adams Property Group-Ten4 MSA 01312020-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587066096_Adams Property Group-Ten4 MSA 01312020-FE.pdf,contract.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc.",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587134125_Adams Property Group-Ten4 MSA 01312020-FE.pdf,contract.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc.",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587134193_Adams Property Group-Ten4 MSA 01312020-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587136488_James A Quick-Ten4 HV Addm 022420-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Hosted Voice Services,ten4,provider,"James A. Quick,lne",Customer,hosted voice services,True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Disconnects', 'Network Changes']",[]
61587136520_James A Quick-Ten4 MSA 022420-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"James A. Quick, Inc",Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms']",[]
61587137322_Dovell Wms Frederick-Ten4 HV Addm 030320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Hosted Voice Services,"Distributed Computing, Inc. dba Ten4",Provider,Dovell & Williams,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Disconnects', 'Network Changes']","['E911 document', 'SOF']"
61587138024_Yuma_Ten4_MSA 031220-FE.pdf,MSA.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Yuma Center,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']","['Addendum', 'Service Order Forms (SOF)']"
61587138059_Yuma_Ten4_Mult Serv Add 031220-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Yuma Center,Customer,"Hosted Voice & Fax Solutions, Services Administration Options",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination', 'E911 NOTICE', 'SERVICE LEVEL AGREEMENT', 'Maximum Credit', '""Interruption"" Defined', 'Limitations on Credit Allowances', 'SERVICE DELIVERY AND ESCALATION', 'Priority Definitions and Processes', 'Customer Support Contacts', 'DISCONNECTS', 'NETWORK CHANGES']","['EXHIBIT A', 'EXHIBIT B']"
61587139584_W.F. Chesley Real Estate_Ten4_MSA-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"W.F. Chesley Real Estate, LLC",Customer,voice/data network services,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587139604_W.F. Chesley Real Estate_Ten4_HV Addendum-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"W.F. Chesley Real Estate, LLC",Customer,Hosted voice services,True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']","['Service Order Form (""SOF"")', 'E911 document']"
61587666506_Adams Property Group-Ten4 MSA 01312020-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61587670538_Adams Property Group-Ten4 MSA 01312020-FE.pdf,contract.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc.",Provider,Adams Property Group,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61588793890_Adams-Ten4 HV Addendum 020320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",['Service Order Form']
61588793995_Adams-Ten4 HV Addendum 020320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",['Service Order Form']
61588794116_Adams-Ten4 HV Addendum 020320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",['Service Order Form']
61588794194_Adams-Ten4 HV Addendum 020320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",['Service Order Form']
61588794275_Adams-Ten4 HV Addendum 020320-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,"Hosted voice services, SIP Trunk Bundling (with option for unlimited), Hosted Fax, Additional DIDs and setup, Remote setup and configuration of Edgemarc device to support SIP trunking, Hosted Phones, Access to account information via Ten4 Portal",True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",['Service Order Form']
61588856859_Tipco_Ten4_MSA 041720-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"Tipco Technologies, Inc.",Customer,Provision of services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']",[]
61589567369_Indel WBD-Ten4 HV Addendum 033020-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Indel Power Group LLC dba Western Branch Diesel,Customer,Hosted voice services,True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']","['Service Activation Form (""SAF"")', 'E911 document']"
61590077188_Indel-Ten4 MSA 051820-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Indel Power Group LLC,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement']",[]
61590077286_Indel-Ten4 MSA 051820-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Indel Power Group LLC,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement']",[]
61590087612_Prince George MSO Agmt 102618-FE.pdf,Managed Services Agreement.pdf,Managed Services Agreement,Managed Services,"Distributed Computing, Inc. (DCi)",Provider,"Palmetto Prince George Operating, LLC",Client,"proactive monitoring, managing and problem resolution for telephone system equipment, hosted solutions, fixed cellular (internet access), fax management and connectivity",True,True,"['EQUIPMENT LOCATION', 'BILLING LOCATION', 'GRANDSTREAM TELEPHONE SYSTEM (Appendix A)', 'TEN4PBX HOSTED SOLUTIONS (Appendix B)', 'SIERRA WIRELESS FIXED CELLULAR (INTERNET ACCESS) (Appendix C)', 'CONNECTIVITY & SITE SERVICES ADMINISTRATION (Appendix D)', 'Coverage', 'Term and Payment Schedule', 'Client Obligations', 'Support and Escalation', 'Termination', 'Warranty', 'Exclusion', 'Limitation of Liability', 'Force Majeure', 'Subcontracting', 'Assignment', 'Dispute Resolution', 'Notification', 'Governing Law', 'Entire Agreement', 'Acceptance', 'E911 NOTICE']","['APPENDIX A', 'APPENDIX B', 'APPENDIX C', 'APPENDIX D']"
61590091717_Indel-Ten4 MSA 051820-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Indel Power Group LLC,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement']",[]
61590504421_Magnolia Greenville Mgd Svc 030518-FE.pdf,sample.pdf,Managed Services Agreement,Managed Services,"Distributed Computing, Inc.",Provider,"THI of South Carolina at Greenville, LLC",Client,"Managed service components including proactive monitoring, managing and problem resolution for telephone system equipment, hosted solutions, fixed cellular (internet access), fax management and connectivity.",True,True,"['Client Obligations', 'Support and Escalation', 'Termination', 'Warranty', 'Exclusion', 'Limitation of Liability', 'Force Majeure', 'Subcontracting', 'Assignment', 'Dispute Resolution', 'Notification', 'Governing Law', 'Entire Agreement', 'Acceptance']","['APPENDIX A', 'APPENDIX B', 'APPENDIX C']"
61590504441_MM Greenville MSO Amendment 072618.pdf,"DCi-THI South Carolina at Greenville, LLC-Amendment.pdf",Managed Services Agreement,Managed Services,"Distributed Computing, Inc. (DCi)",Provider,"THI of South Carolina at Greenville, LLC",Client,"Ten4pbx & Sangoma Hosted Solutions, Site Services Administration",True,True,"['Term and Payment Schedule', 'Ten4pbx & Sangoma Hosted Solutions, Additional T&C', 'SITE SERVICES ADMINISTRATION']","['APPENDIX B', 'APPENDIX D']"
61590504455_MM Greenville MSO Amendmt-2 010719.pdf,image.png,Managed Services Agreement,Managed Services,"Distributed Computing, Inc.",Provider,THI of South Carolina at Greenville,Client,Ten4pbx & Sangoma Hosted Solutions,True,False,"['Term and Payment Schedule', 'Ten4pbx Hosted Services', 'Sangoma Hosted Fax']",['APPENDIX B']
61590519817_Tipco Vineland-Ten4 Multi Svc Addendum 041720-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"Tipco Technologies, Inc.",Customer,"Managed Services, Hosted Voice Solutions, Sierra Wireless Fixed Cellular (Internet Access), Wireless Broadband Services",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination', 'Termination For Cause']","['EXHIBIT A Hosted Voice Solutions', 'EXHIBIT B Wireless Broadband Services']"
61590519907_Tipco_Ordnance-Ten4_MultiSvc_Addendum_042220-FE.pdf,DocuSign Envelope ID B2965D62-6008-4E4E-9173-0BBC66959682.pdf,ADDENDUM to Master Services Agreement,Master Service Agreement,"Distributed Computing, Inc. dba Ten4",provider,"Tipco Technologies, Inc.",customer,"Managed Services, Hosted Voice & Fax Solutions, SIERRA WIRELESS FIXED CELLULAR (INTERNET ACCESS)",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination', 'Termination For Cause']","['EXHIBIT A', 'EXHIBIT B']"
61590522031_Indel-Ten4 MSA 051820-FE.pdf,MASTER SERVICES AGREEMENT.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Indel Power Group LLC,Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement']",[]
61591047860_Caring People-Ten4 MultiSvc Addendum 022520-FE.pdf,ADDENDUM to Master Services Agreement.pdf,ADDENDUM to Master Services Agreement,Master Services Agreement Addendum,"Distributed Computing, Inc. dba Ten4",Provider,Caring People Alliance,Customer,"Managed Services, Hosted Voice Solutions, Connectivity, Billing Aggregation Services",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination', 'Termination For Cause', 'Early Termination Fee']","['HOSTED VOICE SOLUTIONS (Exhibit A)', 'CONNECTIVITY (through Fusion) & BILLING AGGREGATION SERVICES (Exhibit B)']"
61591900857_EA-Ten4 MSA 051820.pdf,Master Services Agreement.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"Education Affiliates, Inc.",Customer,Services specified in each Addendum and SOF,True,True,"['Term of Agreement', 'Services', 'Charges and Payments', 'Access', 'Security & Usage', 'Warranty Exclusion', 'Limitation of Liability', 'Indemnification', 'Default', 'Termination', 'Confidentiality', 'Other Terms', 'Force Majeure', 'Subcontracting', 'Assignment', 'Publicity', 'Conflict Between Agreements', 'Governing Law', 'Notification', 'Entire Agreement', 'Acceptance']","['Addendum', 'SOF']"
61591900958_EA-Ten4 HV Addendum 051820.pdf,5FFA90F4-8D77-4D59-BD27-32C1A428A330,ADDENDUM to Master Services Agreement,Managed Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"Education Affiliates, Inc.",Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Service Level Agreement', 'Service Delivery and Escalation', 'Disconnects', 'Network Changes']",[]
61591900980_EA-Ten4 HV Addendum-2 060520-FE.pdf,Single Page Contract.pdf,Single Page Contract,Hosted Voice Contract Addendum,"Distributed Computing, Inc.",provider,"Education Affiliates, Inc.",customer,hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Cost', 'Emergency Services 911 Dialing', 'Termination', 'Termination For Cause', 'Early Termination Fee', 'Service Level Agreement', 'Acceptance']",[]
61599854067_Corp Coverage-Ten4 HV Addendum 080520-FE.pdf,Hosted Voice Addendum.pdf,Hosted Voice Addendum - Revised,Hosted Voice,"Distributed Computing, Inc. dba Ten4",Provider,"Corporate Coverage, LLC",Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Emergency Services 911 Dialing', 'Service Level Agreement']",[]
61607978761_Adams.Augusta-Ten4 HV Site License Addendum-FE.pdf,Hosted Voice Site License Addendum.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc. dba Ten4",Provider,"Storage Units Augusta, LLC",Customer,"Hosted Voice Solution, Wireless Broadband Backup",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']",['EXHIBIT A']
61607978800_Adams.NOBT Kissimmee-Ten4 HV Site License Addendum-FE.pdf,Hosted Voice Site License Addendum.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc. dba Ten4",Provider,"Storage at NOBT & Osceola Parkway, LLC",Customer,"Hosted Voice Solution, Wireless Broadband Backup (Internet Access)",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']",['EXHIBIT A']
61607978831_Adams.Jacksonville-Ten4 HV Site License Addendum-FE.pdf,Hosted Voice Site License Addendum.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc.",Provider,"Storage Units Jacksonville, LLC",Customer,"Hosted Voice Solution, Wireless Broadband Backup (Internet Access)",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']",['Exhibit A']
61607978869_Adams.Robinhood-Ten4 Site License Agmt 102020-FE.pdf,Hosted Voice Site License Addendum.pdf,Hosted Voice Site License Addendum,Site License Addendum,"Distributed Computing, Inc. dba Ten4",Provider,"5109 Robinhood Village LP, LLC",Customer,"Hosted Voice Solution, Wireless Broadband Backup (Internet Access), Administrative Services",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']","['EXHIBIT A Hosted Voice Site License', 'EXHIBIT B Administration Services']"
