source_filename,Agreement Name,Agreement Classification,Agreement Purpose,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Effective Date,Signature Date,Term,Renewal Term,Recurring Monthly Charges,Nonrecurring Charges,Services,Locations,Payment Terms,Contract Type,Clauses
441607693762_Oshinsky-Ten4 HV Agmt 111120-FE.pdf,Hosted Voice Addendum,Addendum,Service provisioning,"Distributed Computing, Inc. dba Ten4",Provider,Alan E. Oshinsky MD PA,Customer,Not specified.,11/12/2020,24,1,420.31,1075,Hosted voice equipment and services,"301 Saint Paul Place, Suite 612, Baltimore, MD 21202",Invoices are payable monthly in advance at the beginning of each month and are due net thirty (30) days from the date of the invoice.,,
441607693811_Oshinsky-Ten4 HV Add-On 112420----Signed.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,Service Provisioning,Ten4,Provider,Alan E. Oshinsky MD PA,Customer,Not specified.,11/24/2020,Not specified.,1,$9.95 ,Not specified.,"Hosted Voice components, Virtual Extension (Hospital ext to ext dialing)","301 Saint Paul Place, Suite 612, Baltimore, MD 21202","Customer agrees to pay an additional Nine Dollars and Ninety-Five Cents ($9.95) per month for a revised total of Four Hundred Thirty Dollars and Twenty-Six Cents ($430.26) per month for the remainder of the Original Term, invoiced to Customer on a monthly basis.",,
441610130119_KCPS-Ten4 Hosted Voice Add-On 121120.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,Service provisioning,Ten4,Provider,Kent County Public Schools,Customer,Not specified.,1/8/2021,36,Month-to-month,$32.23 ,$748.80 ,Hosted Voice components,"5608 Boundary Avenue, Rock Hall, MD 21661","Customer agrees to pay an additional Thirty-Two Dollars and Twenty-Three Cents ($32.23) per month for a Term of thirty-six (36) months, invoiced to Customer on a monthly basis, which shall become due and payable on the first day of each month. Customer agrees to pay a one-time fee of Seven Hundred Forty-Eight Dollars and Eighty Cents ($748.80) in advance, at the time this Agreement is signed.",,
441612800164_Please_DocuSign_KCPS-Ten4_HV_Add-On_081220.p.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,Service provisioning,Ten4,Provider,Kent County Public Schools,Customer,Not specified.,Not specified.,Not specified.,1,$229.50 ,Not specified.,Hosted Voice components,"5608 Boundary Avenue, Rock Hall, MD 21661",Customer agrees to pay an additional Two Hundred Twenty-Nine Dollars and Fifty Cents ($229.50) per month,,
441614802169_341614361901_Adamsx11-Ten4 Site License Agmts 022521[1].pdf,Hosted Voice Site License Addendum,Addendum,Service provisioning,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,2/26/2021,2/26/2021,36,month-to-month,"$2,640.00 ","$16,115.00 ",Hosted voice solution with wireless broadband backup,"B&H Self Storage, 670 East Pine Log Road, Aiken, SC 29803 Breezy Hill Self Storage, 200 Bettis Academy Road, Graniteville SC 29829 Monster Self Storage - Bonaire, 128 Highway 96, Bonaire, GA 31005 Monster Self Storage - Brevard Rd, 1402 Brevard Road, Asheville, NC 28806 Monster Self Storage - Calhoun Rd, 2077 Calhoun Road, Greenwood, SC 29649 Monster Self Storage - Clements Ferry Rd, 1176 Clements Ferry Road, Wando, SC 29492 Monster Self Storage - Evans, 4731 Washington Road, Evans, GA 30809 Monster Self Storage - Orangeburg, 1758 St. Matthews Road, Orangeburg, SC 29118 Monster Self Storage - Seneca, 365 Keowee School Road, Seneca, SC 29672 Monster Self Storage - Westminster, 2254 Sandifer Blvd., Westminster, SC 29696 STR Partners GA LLC - Wheeler Rd, 4206 Wheeler Road, Martinez, GA 30907","Invoices are payable at the beginning of each monthly billing cycle, and are due net thirty (30) days from the date of the invoice.",,
441615918424_Adams-Aiken-Ten4 Site License Agmt 010421-FE.pdf,Hosted Voice Site License Addendum,Addendum,Service provisioning,"Distributed Computing, Inc. dba Ten4",Provider,"Storage Units of Aiken, LLC",Customer,Not specified.,1/4/2021,36,month-to-month,240,1465,"Hosted Voice Solution, Wireless Broadband Backup (Internet Access)","519 Silver Bluff Road, Aiken, SC 29803",Net 30 days,,
441616090384_Chardan Capital Markets LLC - New York.pdf,Bigleaf Service Agreement,Service Agreement,Service provisioning,"Bigleaf Networks, Inc.",Provider,Chardan Capital Markets Llc,Customer,Not specified.,1/31/2020,36,12,$299 ,$549 ,Internet optimization and redundancy services,"17 State Street, Suite 2130 (21st Floor), New York, Ny 10004",Payable monthly in advance by credit card or ACH,,
441620649869_ea 8487 melton road sof.pdf,Service Order Form,Service Agreement,Service provisioning,ten4,Provider,Education Affiliates,Customer,4/27/2021,4/28/2021,Not specified,Not specified,189,25,"Wireless broadband, Ten4 Pro Plan, Overnight Shipping, Ground Shipping, Pro-Installation","[{'Site Name': 'EA - New Gary', 'Service Type': 'Wireless', 'Install Date': 'TBD', 'Street': '8487 Melton Road', 'City': 'Gary', 'State': 'IN', 'Zip': '46403'}]",Not specified,,
451661950480_BLACK ROCK 8778104163197497.pdf,Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Black Rock,Customer,Not specified.,8/23/2022,36,Not specified.,84.9,0,Business Internet 100,"1290 NE BURNSIDE RD, GRESHAM, OR",Not specified.,,
451661951565_BLACK ROCK COFFEE _8778101071018211.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,BLACK ROCK COFFEE.,Customer,8/22/2022,8/22/2022,36,Not specified.,84.9,0,Business Internet 100,"1320 SW SCOTTON WAY, BATTLE GROUND, WA",Not specified.,,
451661953448_BLACK ROCK COFFEE 8778101014413024.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee,Customer,Not specified.,8/23/2022,36,Not specified.,84.9,0,Business Internet 100,"2630 E FOURTH PLAIN BLVD VANCOUVER, WA 98661",Not specified.,,
451661953691_BLACK ROCK COFFEE 8778104170948114.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,BLACK ROCK COFFEE,Customer,Not specified.,8/23/2022,36,Not specified.,84.9,0,Business Internet 100,24699 SE STARK ST TROUTDALE OR 97060,Not specified.,,
451661954096_BLACK ROCK COFFEE BAR 8497404621594792.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,Not specified.,8/23/2022,36,Not specified.,84.9,0,Business Internet 100,"2727 W BELLEVIEW AVE LITTLETON, CO 80123",Not specified.,,
451661954442_BLACK ROCK COFFEE BAR 8778102301160096.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,Not specified.,8/26/2022,36,Not specified.,84.9,0,Business Internet 100,"1801 MOLALLA AVE, OREGON CITY, OR 97045",Not specified.,,
451661954757_BLACK ROCK COFFEE BAR 8778103052083818.pdf,Comcast Business Service Order Agreement,Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,Not specified.,8/22/2022,36,Not specified.,64.95,0,Business Internet 100,"1051 SE Tualatin Valley Hwy, Hillsboro, OR 97123",Not specified.,,
4561646143933_Bausch ATT Update 09-03-20.pdf,AT&T Corporate Digital Advantage Pricing Schedule Amendment No. 8,Pricing Schedule,Service provisioning,AT&T Corp.,Provider,"Bausch Health US, LLC.",Customer,9/3/2020,9/3/2020,24,Not specified.,Not specified.,Not specified.,AT&T Mobile Services,Not specified.,Not specified.,,
4561646144719_Bausch ATT Contract Amend 7 6-28-18.pdf,AT&T Corporate Digital Advantage Addendum to Comprehensive Service Order Attachment and Pricing Schedule,Addendum,Service provisioning,AT&T Corp.,Provider,Valeant Pharmaceuticals North America LLC.,Customer,6/28/2018,6/26/2018,Not specified,Not specified,Not specified,Not specified,"Voice Service Plan, Wireless Data Service Plan, Equipment",Not specified,Not specified,,
4561651763087_National Oilwell Amendment No. 5 040121.pdf,Amendment No. 5 to Contract No. 2181465,Amendment,"Service provisioning, renewal","Cellco Partnership, a Delaware General Partnership doing business as Verizon Wireless",Provider,"National Oilwell Varco, L.P.",Customer,4/1/2021,4/2/2021,36,month-to-month,Not specified.,"$40,000.00 signing bonus","Wireless service, data plans, messaging, mobile hotspot, international long distance value feature",Not specified.,Not specified.,,
4561697574648_MEDLINE INDUSTRIES INC (KII) ACK LTR 9-15-2023 _3.0.pdf,Contract #01808682.0,Service Agreement,Service provisioning,Verizon Wireless,Provider,MEDLINE INDUSTRIES INC,Customer,7/1/2022,9/20/2023,Not specified,Not specified,$25.00 ,Not specified,"Wireless services, data, voice, messaging","United States, Canada, Mexico",Not specified,,
4561697574648_Summary.pdf,Agreement Number: 01733032.5,Vendor Agreement,service provisioning,Verizon,provider,MEDLINE INDUSTRIES I,customer,Not specified.,9/20/2023,Not specified.,Not specified.,Not specified.,Not specified.,Not specified.,Not specified.,Not specified.,,
51573672501_petestoresigned Richmond[3].pdf,Enterprise Service Order,Service Order,Service provisioning,Momentum Telecom Inc.,Provider,Pete Store,Customer,12/30/2017,12/30/2017,Not specified.,12,"$12,441.88 ","$51,037.05 ","Business communications services, related products, Multimedia Terminal Adapter, Analog Telephone Adapter, IP connection Equipment, Archive Call Recording, Auto Attendant, Basic Metered Seat, Basic Seat, Call Center DNIS Number, Call Center Queue, Call Center Supervisor Application, Call Reporting Platform Setup - Plus, Call Reporting Plus or Pro Extension, Call Reporting Plus Supervisor, E911, Edgemarc 4700-030 - Rental, Edgemarc 4700-050 - Rental, Executive Seat, Hunt Group w/ DID, Momentum Mobility with Messenger, Polycom VVX 300 POE, Polycom VVX 400 РоЕ, Premium Call Center User, Receptionist Dashboard, Reserved Telephone Number, Smart Number Seat, Toll-Free Number","Pete Store, 2800 Deep Water Terminal Road, Richmond, VA 23234","NET 45, late fee of 1.5% of the unpaid balance will apply",,
51574180913_Select - Encore - Acct 5323500_MSA_SIGNED_CONTRACT.pdf,SERVICE AGREEMENT,Service Agreement,Service provisioning,"PAETEC, a Windstream company",Provider,"Select Medical Rehabilitation Services, Inc.",Customer,8/14/2012,8/28/2012,36,Not specified.,$414.85 ,$0.00 ,"['Access Loop', 'Trunks', 'Toll-Free (8xx)', 'On Net T1', 'PRI T1', '20 DID Station Numbers', 'FSLC Charge', 'Toll-Free Access']","['4025 Tampa Rd, Suite 1106, OLDSMAR, FL 34677-3208']","Customer shall purchase at least the Minimum Monthly Fee amount set forth above, calculated prior to application of any taxes or surcharges.",,
51579800736_51562600134_Addison to Sterling Forest 10 Gbps.pdf,Master Service Agreement,Service Agreement,Service Provisioning,CenturyLink,Provider,Select Medical Corp.,Customer,Not specified.,6/10/2019,36,month-to-month,"$4,243.59 ",0,"Wavelength - IOC - 10GIG-E LAN, A-Side Access, Z-Side Access","15814 MIDWAY RD ADDISON TEXAS UNITED STATES 75001 4259, 299 LONG MEADOW RD TUXEDO PARK NEW YORK 10987 UNITED STATES",Not specified.,,
51579800820_CenturyLink_Service Order 2-BWG6HF Addison and New York_20200122_fully e....pdf,Service Order,Service Agreement,Service provisioning,CenturyLink,Provider,Select Medical Corp.,Customer,Not specified.,1/22/2020,36,month-to-month,"$4,243.59 ",0,Wavelength - IOC - 10GIG-E LAN,"15814 MIDWAY RD ADDISON TEXAS 75001, 299 LONG MEADOW RD TUXEDO PARK NEW YORK 10987",Not specified.,,
51579801225_51562599346_Mech to Sterling Forest 10 Gbps.pdf,Master Service Agreement,Service Agreement,Service provisioning,CenturyLink,Provider,Select Medical Corp.,Customer,Not specified.,6/10/2019,36,month-to-month,"$2,813.72 ",0,"Wavelength - IOC - 10GIG-E LAN, A-Side Access, Z-Side Access","4718 GETTYSBURG RD MECHANICSBURG PENNSYLVANIA UNITED STATES 17055 4378, 299 LONG MEADOW RD TUXEDO PARK NEW YORK 10987 UNITED STATES",Not specified.,,
51579802547_51562600134_Addison to Sterling Forest 10 Gbps.pdf,Master Service Agreement,Service Agreement,Service Provisioning,CenturyLink,Provider,Select Medical Corp.,Customer,Not specified.,6/10/2019,36,month-to-month,"$4,243.59 ",0,Wavelength - IOC - 10GIG-E LAN,"15814 MIDWAY RD ADDISON TEXAS UNITED STATES 75001 4259, 299 LONG MEADOW RD TUXEDO PARK NEW YORK 10987 UNITED STATES",Not specified.,,
51579813007_EA - 2015 Renewal Amendment.pdf,Amendment to Agreement,Service Agreement,Service provisioning,Windstream,Provider,Education Affiliates,Customer,11/18/2014,1/23/2015,36,Not specified.,$135.00 ,Not specified.,"Voice, Data, Internet",Existing Service Location,Not specified.,,
51579894537_Education Affiliates - Acct 4320250_HQ Voice PRI Contract Jan 2009.pdf,Amendment to Agreement,Service Agreement,Service provisioning,"PAETEC Communications, Inc.",Provider,Education Affiliates Inc,Customer,9/8/2008,1/16/2009,Not specified,Not specified,65562,9175,"['Voice', 'Data', 'Internet', 'Managed Router', 'Managed Firewall Protection']","['5024 Campbell Blvd, White Marsh, MD']",Not specified,,
51579894573_Education Affiliates - Acct 4320250_HQ Contract August 2009.pdf,SERVICE AGREEMENT,Service Agreement,Service provisioning,PAETEC,Provider,Education Affiliates,Customer,8/16/2009,8/21/2009,36,Not specified.,4295.3,0,"Access Loop, Managed VPN","5024 Campbell Blvd STE A, NOTTINGHAM, MD, 21236-5974 US",Not specified.,,
51579894614_Education Affiliates - Acct 4320250_2008 Contract.pdf,Profit Assistant - Agreement,Service Agreement,Service provisioning,"PAETEC Communications, Inc.",Provider,Education Affiliates,Customer,10/1/2008,10/31/2008,Not specified,Not specified,8585.8,350,"Telecom, Data Services, VPN","5024- A Campbell Blvd, Baltimore, MD",Not specified,,
"51592322849_Encore Rehab Spectrum Coax #510 Hermitage, PA.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI FOR ENCORE REHABILITATION,Customer,8/13/2019,Not specified,0,Not specified,74.98,Not specified,Business Cable,"2250 SHENANGO VALLEY FWY THERAPY GYM HERMITAGE, PA 16148-2549",Not specified,,
"51592330478_Encore Rehab Spectrum Coax #810 Seminole, FL.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FOR ENCORE REHABILITATION,Customer,8/13/2019,Not specified.,0,Not specified.,74.98,Not specified.,Business Cable,"11300 110TH AVE THERAPY GYM SEMINOLE, FL 33778-3711",Not specified.,,
"51592584113_Encore Rehab Spectrum Coax #314 Clare, MI.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI for Encore Rehab at Medilodge,Customer,12/17/2018,Not specified.,0,Not specified.,74.98,Not specified.,Business Cable,"600 E 5TH ST, CLARE, MI 48617-9200",Not specified.,,
51592592842_comcast.pdf,Master Services Agreement,Master Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,B & I Auto Supply Inc.,Customer,Not specified.,12/9/2016,60,Not specified.,Not specified.,Not specified.,"Business Class Trunking Service, Integrated Access Device (IAD)","135 COMMERCE DR, FORT WASHINGTON, PA",Not specified.,,
51592592860_BI Auto Supply Sales Order Form.pdf,Comcast Enterprise Services Sales Order Form,Service Agreement,Service provisioning,Comcast,Provider,B & I Auto Supply Inc.,Customer,Not specified.,Not specified.,36,Not specified.,"$5,530.00 ",$258.85 ,"['Ethernet', 'Trunk Services', 'Business Class Trunking']","['135 COMMERCE DR FORT WASHINGTON, PA 19034', '1700 BOBALI DRIVE HARRISBURG, PA 17104', '7101 AIRPORT HWY PENNSAUKEN, NJ 08109', '136 ARMSTRONG RD']",Customer shall pay Comcast one hundred percent (100%) of the non-amortized Custom Installation Fee prior to the installation of Service.,,
51592593039_comcast.pdf,Master Services Agreement,Master Service Agreement,Service provisioning,"Comcast Cable Communications Management, LLC",Provider,B & I Auto Supply Inc.,Customer,Not specified.,12/9/2016,60,Not specified.,Not specified.,Not specified.,"Business Class Trunking Service, Integrated Access Device (IAD)","135 COMMERCE DR, FORT WASHINGTON, PA",Not specified.,,
51592593059_comcast renewal.pdf,Comcast Enterprise Services Sales Order Form,Sales Order Form,Service provisioning,Comcast Enterprise Services,Provider,B&I Auto Supply,Customer,Not specified.,4/24/2019,36,Not specified.,$998.00 ,$0.00 ,"['EDI- Network Interface - 10/100 Port', 'EDI-Bandwidth 100 Mbps']","['135 Commerce Dr, Fort Washington, PA 19034']",Not specified.,,
"51593193446_Encore Rehab #450 Tazewell, VA.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI FOR ENCORE REHABILITATION,Customer,8/13/2019,Not specified.,0,Not specified.,74.98,Not specified.,Business Cable,"282 BEN BOLT AVE THERAPY GYM, TAZEWELL, VA 24651-5384",Not specified.,,
"51593194191_Encore Rehab Spectrum Coax Bradenton, FL.pdf",Nextiva FW: Manatee Springs Care & Rehab - Request for Internet,Service Agreement,Service provisioning,Telarus,Provider,Manatee Springs Care & Rehab,Customer,5/29/2018,6/26/2020,Not specified.,Not specified.,59.99,99,"Spectrum (Charter) Coax request, 100X10 internet service, 1 Static IP","5627 9TH ST E, BRADENTON, FL 34203-6105",Not specified.,,
51593546976_Comcast Sales Order Form - 10GB and 1GB Internet - 01.20.17 copy.pdf,Comcast Enterprise Services Sales Order Form,Sales Order Form,Service provisioning,Comcast Enterprise Services,Provider,Select Medical Corporation,Customer,1/6/2017,1/20/2017,36,Not specified.,"$10,350.10 ",$0.00 ,"Metro Ethernet Services, Trunk Services","4718 Gettysburg Road, Mechanicsburg, PA",Not specified.,,
51593548881_Comcast Sales Order Form - 10GB and 1GB Internet - 01.20.17 copy.pdf,Comcast Enterprise Services Sales Order Form,Sales Order Form,Service provisioning,Comcast Enterprise Services,Provider,Select Medical Corporation,Customer,Not specified.,1/20/2017,36,Not specified.,"$10,350.10 ",$0.00 ,"Metro Ethernet, Trunk Services","['4718 Gettysburg Road, Mechanicsburg, PA', 'Select Medical 2nd Circuit 4718 Gettysburg Road, Mechanicsburg, PA']",Not specified.,,
51593550310_Quote #6690958 (Concentra - 10GB Head End Circuit 05.31.17).pdf,Dedicated Internet Access Order,Service Agreement,Service Provisioning,Level 3,Provider,"Concentra Health Services, Inc.",Customer,5/22/2017,5/31/2017,36,Month to month,8667.98,0,"Dedicated Internet Access, IP Port, IP Logical","15814 MIDWAY RD ADDISON, TX 75001",Not specified.,,
51593623474_Select Medical EPL to Concentra Upgrade.pdf,Comcast Enterprise Services Sales Order Form,Service Agreement,Service provisioning,Comcast,Provider,Select Medical Corporation,Customer,5/18/2017,7/11/2017,36,Not specified.,"$6,200.00 ",$0.00 ,Metro Ethernet Services,"['4718 Gettysburgh Rd, Mechanicsburg, PA', '15814 Midway Rd, Addison, TX']",Not specified.,,
"51593633936_Encore Rehab #810 Spectrum Coax St Petersburg, FL.pdf",Spectrum Business Business Cable Order 273938,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCi for Encore @ Addington Place College Harbor,Customer,10/15/2018,Not specified.,0,Not specified.,74.98,Not specified.,Business Cable,"4600 54TH AVES THERAPY GYM ST PETERSBURG, FL 33711-4664",Not specified.,,
"51593634355_Encore Rehab #314 Spectrum Coax Traverse City, MI.pdf",Encore for Medilodge Comcast sites,Service Agreement,Service provisioning,"Distributed Computing, Inc.",Provider,Medilodge,Customer,12/17/2018,12/17/2018,12,Not specified.,Not specified.,Not specified.,Comcast internet service (75x15Mbps with 1 Static IP),"['2585 LaFranier Rd, Therapy Gym, Traverse City, MI 49686', '1700 Union Ave., Suite B Baltimore, MD 21211', '2786 56th St, Wyoming, MI']",Not specified.,,
51593634439_BHN Agmt- Encore Rehab Central Billing Oldsmar FL.pdf,Business Solutions Order Form,Service Agreement,Service Provisioning,"Bright House Networks, LLC",Provider,DCI FOR Encore Rehab Central Billing,Customer,Not specified.,10/26/2016,1,successive terms,$150.00 ,$0.00 ,"Local, long distance and international long distance telephone service(s), Business Internet, Business WiFi","4025 Tampa RD Suite 1106, Oldsmar, FL 34677-3213",Not specified.,,
51593634588_TWC Agmt- Encore Rehab Echo Manor.pdf,Service Agreement and Service Order,Service Agreement,Service provisioning,Time Warner Cable,Operator,DCi for Encore Rehabilitation at Echo manor Extended Care Center,Customer,Not specified.,11/14/2016,12,Not specified.,$119.99 ,$0.00 ,"50x5 Mbps PROMO, 1 Static IP","10270 Blacklick Eastern Rd, Physical Therap Pickerington, OH 43147",Not specified.,,
51593634755_BHN Spectrum Agmt Oak Manor Health - Reconnect.pdf,Spectrum Business Order Form,Service Agreement,Service provisioning,"Charter Communications Operating, LLC",Provider,DCI FOR OAK MANOR HEALTH SELECT Therapy OCB 65653,Customer,Not specified.,3/23/2017,Not specified.,Not specified.,$109.98 ,$100.00 ,"Business Internet (60 x 5 Mbps), Static IP","3500 Oak Manor LN Ste 18, Largo FL 33774",Month to Month,,
51594066906_Spectrum- SPT Spring Hill FL 00124.pdf,Service Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCi for Select Physical Therapy,Customer,Not specified.,2/9/2018,Not specified.,Not specified.,$114.98 ,$0.00 ,"Business Internet, 1 Static IP Address, Spectrum Business Internet Pro - 100Mbps","3385 Mariner Boulevard Spring Hill, FL 34609 USA",Not specified.,,
"51594152529_10541593453285_Behavioral Innovations Spectrum Coax Arlington, TX.pdf",Spectrum - (Time Warner Cable) Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,Behavioral Innovations,Customer,11/21/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"1012 COMMERCIAL BLVD, AUSTIN, TX 76001",Not specified,,
"51594152955_10541593452582_Behavioral Innovations Spectrum Coax Dallas, TX .pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum,Provider,Behavioral Innovations - HQ,Customer,Not specified.,Not specified.,0,Not specified.,184.98,Not specified.,Business Cable,"16800 DALLAS PKWY STE 200 DALLAS, TX 75248-1961",Not specified.,,
"51594153252_BI Spectrum Coax San Antonio , TX .pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,9/27/2018,0,Not specified.,84.98,Not specified.,Business Cable,"5522 Lone Star Pkwy Bldg 3, San Antonio, TX 78253-6719",Not specified.,,
"51594153397_BI Spectrum Coax Synergy Dr Mckinney, TX.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,Behavioral Innovations - McKinney,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"8875 SYNERGY DR, MCKINNEY, TX 75070-6503",Not specified.,,
"51594153477_BI Spectrum Coax Kyle, TX.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,Behavioral Innovations - Kyle,Customer,9/27/2018,Not specified,0,Not specified,84.98,Not specified,Business Cable,"4221 Benner Ste 250 Bldg 2, Kyle, TX 78640-2220",Not specified,,
"51594153593_BI Spectrum Coax #Oxford Dr Suite 104 New Braunfels, TX.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"475 OXFORD DR, NEW BRAUNFELS, TX 78130",Not specified.,,
"51594153747_BI Spectrum Coax #Deep Wood Drive. Ste 104 Round Rock, TX .pdf",Spectrum Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,11/15/2018,0,Not specified.,84.98,Not specified.,Business Cable,"170 DEEP WOOD DR STE 104 ROUND ROCK, TX 78681-4949",Not specified.,,
"51594153792_BI Spectrum Coax #Preston Rd Plano, TX.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"7160 Preston Rd Ste 200, Plano, TX 75024-3280",Not specified.,,
"51594153871_BI Spectrum Coax #LEBANON RD Ste 212 Frisco, TX.pdf",Spectrum Business Business Cable Order 275912,Service Agreement,Service provisioning,Telarus,Provider,Behavioral Innovations - W Frisco,Customer,Not specified,Not specified,0,Not specified,84.98,Not specified,Spectrum Business Business Cable,"255 W LEBANON STE 212 FRISCO, TX 75036-3411",Not specified,,
"51594153915_BI Spectrum Coax #Lillian Miller Pkwy Denton, TX.pdf",Spectrum Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,Behavioral Innovations - Denton,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"2532 Lillian Miller Pkwy Ste 200 Denton, TX 76210-2902",Not specified.,,
"51594153991_BI Spectrum Coax # WATTERS RD STE 120 Allen, TX .pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"800 N WATTERS RD STE 120 ALLEN, TX 75013-5346",Not specified.,,
"51594154053_BI Spectrum Coax # Colleyville Blvd Ste 100 Colleyville, TX.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,Behavioral Innovations,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"6201 Colleyville Blvd Ste 100, Colleyville, TX 76034-6236",Not specified.,,
"51594154269_BI Spectrum Rehab #W. Interstate 10 San Antonio, TX .pdf",Spectrum Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,BEHAVIORAL INNOVATIONS - SA Dominion,Customer,Not specified.,Not specified.,0,Not specified.,$84.98 ,Not specified.,Business Cable,"21727 W INTERSTATE 10, SAN ANTONIO, TX 78257-2106",Not specified.,,
"51594154323_BI Spectrum Coax 100 Richardson, T.pdf",Spectrum Business Cable Order,Service Agreement,Service provisioning,Telarus Order Desk,Provider,BEHAVIORAL INNOVATIONS - RICHARDSON EAST,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"189 N PLANO RD STE 100, RICHARDSON, TX 75081-8001",Not specified.,,
"51594154464_BI Spectrum Coax #Westlake 826 AUSTIN, TX.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,BEHAVIORAL INNOVATIONS - Westlake,Customer,Not specified.,Not specified.,0,Not specified.,134.98,Not specified.,Business Cable,"8517 FM 1826, AUSTIN, TX 78737-1471",Not specified.,,
51594154527_BI Spectrum Coax #Westlake.pdf,Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,BEHAVIORAL INNOVATIONS - GRAND PRAIRIE,Customer,Not specified.,Not specified.,0,Not specified.,134.98,Not specified.,Business Cable,"4927 LAKE RIDGE PKWY GRAND PRAIRIE, TX 75052-3087",Not specified.,,
51594154690_BI Spectrum Coax Castle Hills Relo.pdf,Spectrum Business Business Cable Order,Service Order,Service provisioning,Spectrum Business,Provider,Behavioral Innovations - Castle Hills,Customer,Not specified.,Not specified.,0,Not specified.,134.98,Not specified.,Business Cable,"11103 WEST AVE, SAN ANTONIO, TX 78213-1338",Not specified.,,
"51594225620_Concentra Spectrum Coax # 32011 Augusta, ME .pdf",T4WO-7927 Order,Service Order,Service Provisioning,Telarus,Provider,Concentra Health Services,Customer,10/5/2018,Not specified,1,Not specified,74.98,Not specified,Business Cable,"219 CAPITOL ST STE 2 AUGUSTA, ΜΕ 04330-6237",Not specified,,
"51594225728_Concentra Spectrum Coax # 32021 Lewiston, ME.pdf",T4WO-7926 Order,Service Agreement,Service provisioning,Telarus,Provider,Concentra Health Services,Customer,10/5/2018,Not specified,Not specified,Month to Month,74.98,Not specified,Business Cable,"59 EAST AVE, LEWISTON, ΜΕ 04240-5667",Not specified,,
